timestamp,volume,vw,open,close,high,low,transactions
1673827200000,1655,54.5293,54.52,54.575,54.667,53.384,1655
1673913600000,2624,54.8081,54.768,54.65,54.986,54.577,2624
1674000000000,4295,54.6023,54.885,54.65,55.033,53.577,4295
1674086400000,3157,54.6886,54.635,54.716,54.819,54.36,3157
1674172800000,3025,54.4711,54.567,54.43,54.684,54.253,3025
1674259200000,1,54.45,54.45,54.45,54.45,54.45,1
1674345600000,1,54.45,54.45,54.45,54.45,54.45,1
1674432000000,2535,54.417,54.435,54.3,54.63,51.938,2535
1674518400000,2315,54.6066,54.551,54.66,54.887,54.285,2315
1674604800000,2861,54.5826,54.645,54.555,54.755,52.205,2861
1674691200000,2676,54.4395,54.557,54.37,54.563,54.112,2676
1674777600000,3135,54.4892,54.35,54.284,54.658,53.514,3135
1674864000000,2,54.4075,54.425,54.39,54.425,54.39,2
1675036800000,2179,54.5824,54.586,54.623,54.745,53.365,2179
1675123200000,2887,54.6689,54.63,54.65,54.833,54.351,2887
1675209600000,2836,54.4681,54.635,54.095,54.678,51.023,2836
1675296000000,3072,53.8774,54.055,53.75,54.44,51.564,3072
1675382400000,3809,53.7754,53.773,54.239,54.277,51.254,3809
1675468800000,2,53.605,53.645,53.565,53.645,53.565,2
1675555200000,1,53.565,53.565,53.565,53.565,53.565,1
1675641600000,4040,54.4956,53.645,54.79,54.846,53.645,4040
1675728000000,4194,54.9671,54.775,55.06,55.235,54.558,4194
1675814400000,3064,54.8526,55.047,54.76,55.047,53.559,3064
1675900800000,2856,54.6057,54.745,54.625,54.96,53.254,2856
1675987200000,2288,54.5117,54.633,54.467,54.647,54.305,2288
1676073600000,2,54.42,54.465,54.375,54.465,54.375,2
1676246400000,2850,54.7596,54.809,54.66,54.881,53.477,2850
1676332800000,3788,54.7817,54.668,54.94,54.981,53.542,3788
1676419200000,3447,55.2143,54.927,55.395,55.531,54,3447
1676505600000,4523,55.1907,55.387,55.2,55.387,54.87,4523
1676592000000,2625,55.304,55.185,55.268,55.472,54.99,2625
1676678400000,2,55.37,55.315,55.425,55.425,55.315,2
1676764800000,1,55.425,55.425,55.425,55.425,55.425,1
1676851200000,2386,55.0199,55.315,54.943,55.425,54.848,2386
1676937600000,3107,55.004,54.935,55.128,55.142,54.81,3107
1677024000000,5136,55.1193,55.135,55.125,55.255,53.485,5136
1677110400000,4637,54.9808,55.085,54.955,55.111,53.8,4637
1677196800000,3252,55.129,54.963,55.226,55.294,54.815,3252
1677283200000,2,55.0215,55.223,54.82,55.223,54.82,2
1677369600000,1,54.82,54.82,54.82,54.82,54.82,1
1677456000000,2993,55.426,55.223,55.33,55.688,54.251,2993
1677542400000,3261,55.2724,55.338,55.445,55.51,55.005,3261
1677628800000,3032,54.9536,55.405,54.85,55.51,53.75,3032
1677715200000,3071,54.9726,54.84,54.97,55.33,53.626,3071
1677801600000,2657,54.8192,54.993,54.72,55.08,54.65,2657
1677888000000,1,55.51,55.51,55.51,55.51,55.51,1
1677974400000,1,55.51,55.51,55.51,55.51,55.51,1
1678060800000,2994,54.9638,54.75,55.055,55.51,53.702,2994
1678147200000,2839,55.0956,55.047,55.25,55.51,54.539,2839
1678233600000,3610,55.3635,55.273,55.39,55.526,55.05,3610
1678320000000,4057,55.1736,55.377,55.2,55.377,53.962,4057
1678406400000,4196,55.1157,55.185,54.968,55.328,54.737,4196
1678492800000,2,55.125,55.17,55.08,55.17,55.08,2
1678579200000,1,55.08,55.08,55.08,55.08,55.08,1
1678665600000,5525,54.9068,55.17,55.17,55.17,54.68,5525
1678752000000,3652,54.9647,55.178,54.859,55.178,54.73,3652
1678838400000,2992,54.9467,54.847,55.01,55.194,54.66,2992
1678924800000,3565,54.8763,54.997,54.59,55.06,54.461,3565
1679011200000,2804,54.6738,54.598,54.598,54.91,54.434,2804
1679097600000,2,54.7675,54.91,54.625,54.91,54.625,2
1679184000000,1,54.625,54.625,54.625,54.625,54.625,1
1679270400000,4633,54.4803,54.91,54.2,54.91,49.786,4633
1679356800000,4066,54.3031,54.185,54.215,54.441,54.039,4066
1679443200000,4499,54.4531,54.207,54.35,54.7,54.069,4499
1679529600000,4611,54.3285,54.335,54.275,54.587,54.079,4611
1679616000000,3920,54.3441,54.267,54.259,54.489,53.193,3920
1679702400000,1,54.278,54.278,54.278,54.278,54.278,1
1679788800000,1,54.278,54.278,54.278,54.278,54.278,1
1679875200000,4513,54.2183,54.204,54.075,54.535,54.006,4513
1679961600000,4348,54.3509,54.083,54.279,54.45,53.134,4348
1680048000000,5062,54.3803,54.287,54.26,54.52,53.049,5062
1680134400000,3927,54.3628,54.247,54.298,54.485,54.201,3927
1680220800000,3293,54.3016,54.306,54.233,54.38,54.147,3293
1680393600000,2,54.2495,54.233,54.266,54.266,54.233,2
1680480000000,4690,54.6577,54.334,54.51,55.046,54.033,4690
1680566400000,4151,54.5074,54.565,54.24,54.699,53.264,4151
1680652800000,5109,54.4413,54.263,54.34,54.535,54.26,5109
1680739200000,2293,54.5216,54.486,54.464,54.655,54.336,2293
1680825600000,935,54.4665,54.463,54.476,54.604,54.297,935
1680912000000,1,54.39,54.39,54.39,54.39,54.39,1
