timestamp,volume,vw,open,close,high,low,transactions
1673827200000,52411,0.9263,0.92657,0.9255,0.9278,0.92483,52411
1673913600000,126846,0.9216,0.92384,0.9218,0.92433,0.9185,126846
1674000000000,157066,0.9139,0.91701,0.9157,0.91702,0.9083,157066
1674086400000,174760,0.9163,0.91695,0.9155,0.91895,0.9145,174760
1674172800000,143347,0.9201,0.91648,0.9199,0.92348,0.9139,143347
1674259200000,94,0.9198,0.9199,0.9197675,0.9199,0.9197675,94
1674345600000,3545,0.9194,0.9199,0.91993,0.9200646,0.9177,3545
1674432000000,119539,0.9217,0.91665,0.92166,0.92409,0.916,119539
1674518400000,113260,0.9239,0.92141,0.9221,0.92796,0.921,113260
1674604800000,138454,0.9209,0.92283,0.91715,0.9245018,0.9167,138454
1674691200000,71493,0.9199,0.91599,0.9202,0.92254,0.9157,71493
1674777600000,158404,0.9216,0.91949,0.9223,0.924,0.91562,158404
1674864000000,50,0.9221,0.9221388,0.9207629,0.9223,0.9207629,50
1674950400000,2214,0.9208,0.92125,0.92066,0.92125,0.92038,2214
1675036800000,161659,0.922,0.92135,0.9252171,0.92569,0.918,161659
1675123200000,156700,0.9226,0.92487,0.9162,0.92879,0.9148,156700
1675209600000,102829,0.9133,0.91598,0.9072,0.91834,0.9057,102829
1675296000000,199666,0.9098,0.90663,0.91324,0.9143,0.9057,199666
1675382400000,160467,0.9203,0.91423,0.9262948,0.927,0.9123672,160467
1675468800000,119,0.9261,0.9264,0.9257953,0.9264,0.9257948,119
1675555200000,5463,0.926,0.9262948,0.92649,0.92836,0.9245255,5463
1675641600000,170087,0.9264,0.92648,0.928,0.92906,0.9225,170087
1675728000000,205617,0.925,0.92796,0.9213438,0.92896,0.91909,205617
1675814400000,177844,0.9203,0.92166,0.92091,0.92232,0.9175,177844
1675900800000,175064,0.9196,0.92085,0.922,0.9229,0.9158,175064
1675987200000,175987,0.9232,0.92207,0.9248,0.9254,0.9195,175987
1676073600000,119,0.9248,0.9247347,0.9247347,0.9250031,0.9246,119
1676160000000,48,0.9249,0.9250031,0.9247347,0.9250031,0.9247347,48
1676246400000,134592,0.922,0.92562,0.91874,0.92582,0.9184,134592
1676332800000,211443,0.9192,0.91873,0.9213,0.9234,0.91363,211443
1676419200000,189276,0.9237,0.92153,0.92337,0.92625,0.9211,189276
1676505600000,183983,0.9237,0.92318,0.92646,0.92719,0.9212,183983
1676592000000,166616,0.9288,0.92661,0.9248,0.9332,0.9236134,166616
1676678400000,118,0.9249,0.9246928,0.9246928,0.9251928,0.9246928,118
1676764800000,2665,0.9248,0.9251928,0.92532,0.9255717,0.9239211,2665
1676851200000,150832,0.9238,0.92533,0.92318,0.92599,0.9218,150832
1676937600000,171067,0.9256,0.92323,0.92752,0.9283,0.9227,171067
1677024000000,180074,0.9281,0.92752,0.93124,0.9319,0.925,180074
1677110400000,163414,0.9323,0.93121,0.93369,0.9349,0.9287,163414
1677196800000,172704,0.9368,0.93368,0.9405,0.9413,0.9324,172704
1677283200000,118,0.9402,0.940226,0.940108,0.9405,0.940108,118
1677369600000,2084,0.9402,0.940226,0.94009,0.94062,0.9393,2084
1677456000000,142649,0.9391,0.94009,0.93572,0.9431,0.9342,142649
1677542400000,155447,0.9374,0.93571,0.9418677,0.9423,0.934,155447
1677628800000,168297,0.9389,0.942,0.93949,0.9429,0.9348,168297
1677715200000,164385,0.9419,0.9395,0.9418,0.944,0.9389,164385
1677801600000,156110,0.9387,0.94197,0.9359,0.9421,0.9352,156110
1677888000000,117,0.9359,0.9358538,0.9358538,0.9359,0.9358538,117
1677974400000,2794,0.9366,0.9359,0.9368,0.93698,0.9355,2794
1678060800000,150659,0.9337,0.93679,0.93055,0.93726,0.92985,150659
1678147200000,172706,0.9356,0.93069,0.9421,0.9426,0.9283,172706
1678233600000,154890,0.9418,0.94223,0.94085,0.94384,0.93879,154890
1678320000000,156286,0.9374,0.94087,0.93288,0.94157,0.93194,156286
1678406400000,203576,0.9252,0.93286,0.9198105,0.9329,0.9173,203576
1678492800000,119,0.9213,0.9198105,0.9198105,0.9239849,0.9198105,119
1678579200000,4113,0.9169,0.9219105,0.91899,0.9219105,0.91503,4113
1678665600000,265792,0.9134,0.91898,0.91254,0.9202,0.9069,265792
1678752000000,229167,0.9131,0.91233,0.9144,0.91646,0.9093897,229167
1678838400000,257964,0.922,0.9144193,0.93126,0.9343,0.912,257964
1678924800000,253047,0.9289,0.9315,0.929,0.93221,0.9229,253047
1679011200000,211698,0.9271,0.92921,0.9228,0.92953,0.9223444,211698
1679097600000,117,0.9227,0.9225907,0.9229316,0.9229316,0.9225907,117
1679184000000,4380,0.9265,0.9225907,0.92679,0.92774,0.9189697,4380
1679270400000,193460,0.9271,0.92678,0.92922,0.9312,0.9239,193460
1679356800000,187996,0.9262,0.92918,0.92164,0.93167,0.9208,187996
1679443200000,184980,0.9213,0.92172,0.91668,0.9247,0.9146,184980
