timestamp,volume,vw,open,close,high,low,transactions
1673827200000,86202,0.6447,0.6454095,0.6445649,0.6461089,0.64235,86202
1673913600000,313134,0.643,0.6444,0.6442,0.6464009,0.6376,313134
1674000000000,332545,0.6417,0.6442637,0.6360208,0.6473779,0.63458,332545
1674086400000,312195,0.6321,0.636029,0.6328869,0.6364971,0.6292548,312195
1674172800000,293722,0.6378,0.6328861,0.6401,0.6421264,0.6304198,293722
1674259200000,2,0.6402,0.6403267,0.6401607,0.6403267,0.6401607,2
1674345600000,5971,0.6413,0.6368491,0.64241,0.6424598,0.63609,5971
1674432000000,305694,0.6442,0.642475,0.6478617,0.6495855,0.6394,305694
1674518400000,288347,0.6489,0.6478775,0.6502549,0.6521087,0.6446,288347
1674604800000,298645,0.6531,0.6503137,0.65182,0.6572802,0.6484849,298645
1674691200000,300521,0.6532,0.6518454,0.65458,0.6550621,0.6504,300521
1674777600000,276699,0.6551,0.6546014,0.6591,0.6599059,0.6412565,276699
1674864000000,4,0.6584,0.6595025,0.659516,0.659516,0.655075,4
1674950400000,5069,0.6542,0.65402,0.65435,0.6545948,0.65303,5069
1675036800000,310679,0.6527,0.6543656,0.653134,0.6559252,0.6485782,310679
1675123200000,316694,0.649,0.65308,0.6458787,0.653477,0.6439752,316694
1675209600000,315118,0.6476,0.6461741,0.648,0.649509,0.6446,315118
1675296000000,328987,0.6474,0.6484622,0.6459,0.6502398,0.6436,328987
1675382400000,312029,0.6441,0.6459518,0.6411,0.6469416,0.6384451,312029
1675468800000,6,0.6412,0.6413536,0.6411683,0.6413925,0.6408226,6
1675555200000,9166,0.6408,0.64061,0.64098,0.6422222,0.6374,9166
1675641600000,303557,0.6392,0.6410069,0.6393172,0.642968,0.6349,303557
1675728000000,324985,0.6407,0.639269,0.6418663,0.6439963,0.6368,324985
1675814400000,304906,0.6402,0.6419018,0.6378604,0.6428991,0.6339899,304906
1675900800000,296416,0.6403,0.6380446,0.6398234,0.642803,0.637,296416
1675987200000,297679,0.6396,0.6398291,0.6386,0.641792,0.6337176,297679
1676073600000,5,0.639,0.6387936,0.6387936,0.6398117,0.6382,5
1676246400000,238826,0.64,0.63935,0.6402496,0.6415494,0.6366,238826
1676332800000,317859,0.6408,0.6402404,0.6434,0.6444364,0.6372,317859
1676419200000,299209,0.6379,0.6439092,0.6376181,0.6439404,0.63366,299209
1676505600000,301669,0.6372,0.6377346,0.6359551,0.6395186,0.6323541,301669
1676592000000,283838,0.6359,0.6358405,0.6358,0.6372738,0.6334304,283838
1676678400000,7,0.6361,0.6360825,0.6360825,0.6365185,0.6358237,7
1676764800000,5692,0.6353,0.6340107,0.63554,0.63651,0.63288,5692
1676851200000,236266,0.6376,0.6356065,0.63781,0.6393849,0.6349,236266
1676937600000,296252,0.6365,0.6378411,0.6362,0.6387528,0.63429,296252
1677024000000,294672,0.6334,0.636604,0.63414,0.6366805,0.6311,294672
1677110400000,283464,0.6354,0.63435,0.6355015,0.6373729,0.6331,283464
1677196800000,288046,0.6337,0.6357216,0.6322,0.6370635,0.6270714,288046
1677283200000,8,0.6323,0.6323769,0.6323769,0.6323769,0.6322,8
1677369600000,5915,0.633,0.6317803,0.63297,0.6336773,0.63109,5915
1677456000000,282959,0.6313,0.63297,0.63068,0.633817,0.6287,282959
1677542400000,281223,0.6313,0.6307438,0.63398,0.6361,0.6284,281223
1677628800000,304832,0.6343,0.6340367,0.63502,0.6361149,0.6304,304832
1677715200000,297914,0.634,0.6350847,0.6341261,0.6358404,0.6307171,297914
1677801600000,266781,0.634,0.6341113,0.6331,0.6354229,0.6279327,266781
1677888000000,4,0.6333,0.6333673,0.6332,0.6333673,0.6332,4
1677974400000,6301,0.6327,0.6325529,0.63266,0.6332596,0.62986,6301
1678060800000,274549,0.6293,0.6328622,0.6264811,0.6336551,0.6254656,274549
1678147200000,296626,0.6224,0.6264718,0.6207128,0.627806,0.6182,296626
1678233600000,282839,0.6213,0.6208918,0.6198,0.62315,0.61898,282839
1678320000000,279602,0.6195,0.6200696,0.6142,0.6221488,0.6136,279602
1678406400000,327075,0.6105,0.61465,0.6047,0.6147877,0.5996932,327075
1678492800000,5,0.606,0.6049393,0.6049393,0.6077764,0.6048,5
1678579200000,20373,0.6076,0.6046541,0.6097135,0.6098915,0.60313,20373
1678665600000,374620,0.6082,0.6097069,0.6071461,0.6118458,0.6025,374620
1678752000000,349255,0.6086,0.6073692,0.61155,0.6120505,0.59706,349255
1678838400000,340174,0.6124,0.6115904,0.6161,0.6182434,0.6084,340174
1678924800000,339172,0.6173,0.616385,0.61915,0.6205389,0.60769,339172
1679011200000,284584,0.6209,0.6191912,0.6234,0.6239233,0.6063276,284584
1679097600000,6,0.6217,0.6236532,0.6235532,0.6236958,0.6177471,6
1679184000000,13789,0.6218,0.6163506,0.6222849,0.6230087,0.6161,13789
1679270400000,299214,0.6211,0.6223127,0.62413,0.6244546,0.6166,299214
1679356800000,262491,0.6182,0.6241509,0.6156181,0.6249136,0.6125,262491
1679443200000,267091,0.6166,0.6155857,0.61391,0.6189875,0.61162,267091
1679529600000,289094,0.6147,0.6138988,0.61244,0.6178944,0.6099,289094
1679616000000,264186,0.6111,0.6123805,0.6119,0.6142101,0.60778,264186
1679702400000,2,0.6119,0.6118631,0.6119075,0.6119075,0.6118631,2
1679788800000,11412,0.6112,0.6084955,0.61139,0.6119942,0.60809,11412
1679875200000,260970,0.6096,0.6115577,0.60937,0.6120677,0.6075,260970
1679961600000,243906,0.6137,0.6093618,0.6172513,0.6175201,0.6084,243906
1680048000000,242099,0.6145,0.6172563,0.6136109,0.6176723,0.611,242099
