timestamp,volume,vw,open,close,high,low,transactions
1673827200000,3962,30.332,30.2939,30.35,30.38,30.238,3962
1673913600000,3655,30.2706,30.2676,30.2763,30.305,30.133,3655
1674000000000,3726,30.3086,30.317,30.338,30.356,30.185,3726
1674086400000,10466,30.3507,30.363,30.339,30.428,30.197,10466
1674172800000,5136,30.357,30.385,30.3178,30.412,30.2918,5136
1674345600000,1,30.3177,30.3177,30.3177,30.3177,30.3177,1
1674432000000,6770,30.3114,30.276,30.293,30.354,30.165,6770
1674518400000,5504,30.2915,30.327,30.2678,30.354,30.138,5504
1674604800000,2841,30.2536,30.2608,30.2476,30.304,30.118,2841
1674691200000,7349,30.2404,30.243,30.209,30.283,30.085,7349
1674777600000,1589,30.2637,30.27,30.266,30.306,30.12,1589
1674864000000,1,30.256,30.256,30.256,30.256,30.256,1
1675036800000,13166,30.0755,30.164,30.095,30.171,29.912,13166
1675123200000,11716,30.0466,30.022,30.031,30.101,29.923,11716
1675209600000,14559,29.8443,30.022,29.704,30.024,29.53,14559
1675296000000,3786,29.685,29.6773,29.543,29.734,29.543,3786
1675382400000,15504,29.7892,29.7448,29.966,30.011,27.569,15504
1675468800000,3,29.9658,29.9658,29.9658,29.9658,29.9658,3
1675555200000,1,29.9658,29.9658,29.9658,29.9658,29.9658,1
1675641600000,17132,29.996,29.972,30.0184,30.0905,29.813,17132
1675728000000,16120,30.0547,30.0189,30.0313,30.139,29.908,16120
1675814400000,12691,30.0423,29.952,30.0601,30.09,29.916,12691
1675900800000,12771,30.0652,30.0557,30.003,30.142,29.92,12771
1675987200000,15643,30.1448,30.12,30.1807,30.191,29.98,15643
1676073600000,2,30.1821,30.1834,30.1808,30.1834,30.1808,2
1676246400000,10792,30.228,30.2408,30.2193,30.276,30.098,10792
1676332800000,17089,30.1948,30.2148,30.2487,30.33,27.938,17089
1676419200000,19239,30.3261,30.2478,30.3215,30.416,30.172,19239
1676505600000,17636,30.2953,30.3214,30.3388,30.412,28.064,17636
1676592000000,14078,30.4041,30.3393,30.3725,30.474,30.253,14078
