timestamp,volume,vw,open,close,high,low,transactions
1673827200000,56582,18.7936,18.74117,18.7774,18.85452,18.71704,56582
1673913600000,77893,18.7562,18.77903,18.6415,18.8328,18.6289,77893
1674000000000,87328,18.699,18.64991,18.87406,18.90118,18.54782,87328
1674086400000,78750,18.9807,18.9052,18.9827,19.10715,18.8842,78750
1674172800000,75251,18.9313,18.983,18.86,19.01889,18.8329,75251
1674345600000,1217,18.8619,18.8669,18.87559,18.91442,18.8417,1217
1674432000000,73250,18.8382,18.8544,18.81326,18.965,18.778,73250
1674518400000,63542,18.8299,18.792,18.7838,18.88825,18.7724,63542
1674604800000,55160,18.802,18.7836,18.791,18.85143,18.7523,55160
1674691200000,74255,18.8159,18.7911,18.7967,18.8957,18.76327,74255
1674777600000,67595,18.7738,18.79632,18.7633,18.82759,18.7015,67595
1674864000000,2,18.7635,18.7635,18.7634,18.7635,18.7634,2
1674950400000,491,18.7698,18.7669,18.76739,18.775,18.7593,491
1675036800000,70419,18.773,18.76758,18.7586,18.80945,18.7319,70419
1675123200000,72739,18.7949,18.76268,18.84287,18.84987,18.7145,72739
1675209600000,82874,18.7409,18.8479,18.59249,18.87283,18.5717,82874
1675296000000,84276,18.5897,18.5816,18.642,18.7059,18.4932,84276
1675382400000,81605,18.8094,18.65437,18.9526,18.986,18.6284,81605
1675468800000,1,18.9527,18.9527,18.9527,18.9527,18.9527,1
1675555200000,903,18.9678,18.7777,18.99329,18.9973,18.7777,903
1675641600000,73308,19.105,18.99351,19.1561,19.28859,18.9893,73308
1675728000000,98565,19.0417,19.1666,18.8701,19.17666,18.8471,98565
1675814400000,84449,18.9021,18.8814,18.9227,18.9813,18.8107,84449
1675900800000,95858,18.8779,18.93487,18.7686,18.9936,18.724,95858
1675987200000,86754,18.7232,18.7781,18.6471,18.82964,18.6246,86754
1676073600000,1,18.647,18.647,18.647,18.647,18.647,1
1676246400000,74417,18.6392,18.68818,18.5532,18.72605,18.5407,74417
1676332800000,98412,18.5541,18.5656,18.4945,18.67133,18.4827,98412
1676419200000,95329,18.6109,18.5048,18.5727,18.74875,18.4831,95329
1676505600000,83767,18.5598,18.58455,18.54795,18.68179,18.4664,83767
1676592000000,88936,18.5115,18.54872,18.3462,18.67357,18.3201,88936
1676678400000,1,18.3463,18.3463,18.3463,18.3463,18.3463,1
1676764800000,478,18.3659,18.3297,18.3672,18.38801,18.3297,478
1676851200000,56937,18.3837,18.36698,18.3852,18.43559,18.3125,56937
1676937600000,90929,18.4059,18.3852,18.4293,18.48036,18.3204,90929
1677024000000,83093,18.3888,18.4303,18.36458,18.47817,18.306,83093
1677110400000,96179,18.3539,18.3533,18.36866,18.45417,18.28,96179
1677196800000,89147,18.4108,18.36866,18.372,18.50366,18.3377,89147
1677283200000,3,18.3722,18.3719,18.3728,18.3728,18.3718,3
1677369600000,710,18.39,18.3874,18.39447,18.39793,18.3703,710
1677456000000,85921,18.3748,18.3925,18.3669,18.42156,18.3028,85921
1677542400000,85991,18.3393,18.3668,18.30094,18.41636,18.2663,85991
1677628800000,98197,18.1997,18.2901,18.1037,18.32875,18.0584,98197
1677715200000,83265,18.1286,18.11597,18.1054,18.19161,18.0798,83265
1677801600000,91201,18.042,18.1053,17.9417,18.1233,17.92675,91201
1677888000000,3,17.9406,17.9416,17.9416,17.9416,17.9385,3
1677974400000,609,17.9675,17.9357,17.978,17.9812,17.931,609
1678060800000,77454,17.9878,17.97957,18.00135,18.03762,17.9326,77454
1678147200000,92360,18.0532,17.9892,18.1001,18.1767,17.953,92360
1678233600000,86969,18.0189,18.1,17.97075,18.1273,17.8878,86969
1678320000000,104537,18.0443,17.97146,18.3259,18.4373,17.8824,104537
1678406400000,133843,18.4121,18.3253,18.4777,18.59313,18.2544,133843
1678492800000,3,18.4784,18.4781,18.4788,18.4788,18.4781,3
1678579200000,7311,18.3934,18.4792,18.32362,18.50504,18.2947,7311
1678665600000,156654,18.7004,18.32343,18.9444,19.17791,18.2248,156654
1678752000000,137624,18.7996,18.94399,18.6094,19.1528,18.54,137624
1678838400000,149897,18.8677,18.61041,18.9957,19.08826,18.57941,149897
1678924800000,141097,18.9701,18.9999,18.7622,19.1771,18.6829,141097
1679011200000,116462,18.7978,18.77419,18.8997,18.98593,18.6231,116462
1679097600000,3,18.8993,18.8993,18.8994,18.8994,18.8993,3
1679184000000,2665,18.8386,18.6497,18.8467,18.9497,18.6497,2665
1679270400000,133445,18.9435,18.84625,18.81471,19.22913,18.76805,133445
1679356800000,89911,18.7203,18.81341,18.60514,18.87553,18.5753,89911
1679443200000,112209,18.5537,18.60492,18.5946,18.66005,18.366,112209
1679529600000,101446,18.5376,18.59372,18.5679,18.65735,18.4381,101446
1679616000000,102328,18.6011,18.57889,18.4265,18.79528,18.40109,102328
1679788800000,3037,18.4187,18.4047,18.42636,18.43776,18.34927,3037
1679875200000,89385,18.383,18.42516,18.32856,18.46565,18.2938,89385
1679961600000,85942,18.2877,18.3272,18.2195,18.3655,18.1918,85942
1680048000000,94555,18.1443,18.21842,18.09409,18.23354,18.0539,94555
1680134400000,86355,18.0906,18.09343,18.0784,18.15993,18.034,86355
1680220800000,94377,18.0543,18.08955,18.002,18.12174,17.9754,94377
1680393600000,3695,18.0295,17.9997,18.0313,18.0427,17.9575,3695
1680480000000,86931,18.0372,18.03914,18.0877,18.146,17.9485,86931
1680566400000,103086,18.0822,18.0884,18.1223,18.1791,17.9979,103086
1680652800000,98773,18.2292,18.1222,18.3087,18.40007,18.0819,98773
1680739200000,98985,18.2874,18.3088,18.2271,18.37748,18.1861,98985
1680825600000,42190,18.1912,18.2399,18.1107,18.26555,18.07232,42190
1680912000000,1,18.1108,18.1108,18.1108,18.1108,18.1108,1
1680998400000,855,18.135,18.1047,18.1347,18.147,18.075,855
1681084800000,74890,18.1458,18.14393,18.1431,18.28181,18.061,74890
1681171200000,90303,18.1543,18.1425,18.1586,18.22164,18.0911,90303
1681257600000,88431,18.0988,18.17057,18.0551,18.19117,18.0068,88431
1681344000000,89253,18.043,18.06478,18.019,18.1208,17.9611,89253
1681430400000,88255,18.0603,18.01865,17.9958,18.11903,17.9846,88255
1681516800000,1,17.9959,17.9959,17.9959,17.9959,17.9959,1
1681603200000,2177,17.9699,17.9997,17.99214,17.9997,17.89725,2177
1681689600000,85603,18.0337,17.99234,18.0215,18.15199,17.9406,85603
1681776000000,84158,18.0254,18.03315,18.04349,18.137,17.9485,84158
1681862400000,96433,18.0716,18.04364,18.05133,18.1519,18.01556,96433
1681948800000,101710,18.0483,18.05334,17.9828,18.12109,17.9727,101710
1682035200000,101710,18.0018,17.99735,17.9714,18.04058,17.9589,101710
1682208000000,2161,17.9933,17.9897,17.9972,17.99898,17.97247,2161
1682294400000,90393,18.0058,17.99748,17.9644,18.04593,17.92872,90393
1682380800000,101750,18.028,17.977,18.0402,18.1419,17.9365,101750
1682467200000,111037,18.0949,18.0404,18.15835,18.1875,18.0184,111037
1682553600000,119497,18.1074,18.15818,18.0245,18.19488,17.99248,119497
1682640000000,112381,18.0338,18.03726,17.9855,18.1074,17.9495,112381
1682726400000,1,17.9856,17.9856,17.9856,17.9856,17.9856,1
1682812800000,2565,18.0043,17.9747,17.9924,18.01432,17.96706,2565
1682899200000,95938,17.9548,17.9925,17.93769,18.02543,17.9046,95938
1682985600000,99260,17.9711,17.9258,17.9615,18.07551,17.88123,99260
1683072000000,119287,17.9269,17.97343,17.96499,18.0665,17.8219,119287
1683158400000,131758,17.9219,17.96636,17.8868,18.02092,17.8385,131758
1683244800000,111851,17.8506,17.89893,17.7475,17.94634,17.7308,111851
1683417600000,2927,17.7556,17.7497,17.76485,17.7664,17.69997,2927
1683504000000,88228,17.7787,17.76549,17.78363,17.8383,17.7257,88228
1683590400000,93643,17.7777,17.78538,17.7434,17.82887,17.7291,93643
1683676800000,98319,17.6591,17.75565,17.5372,17.76815,17.5282,98319
1683763200000,93917,17.5973,17.54907,17.58737,17.69914,17.51653,93917
1683849600000,88302,17.5963,17.58783,17.5827,17.64558,17.5466,88302
1683936000000,1,17.5828,17.5828,17.5828,17.5828,17.5828,1
1684022400000,2196,17.5915,17.5597,17.59646,17.59945,17.526,2196
1684108800000,93384,17.5404,17.5951,17.4328,17.6175,17.40233,93384
1684195200000,96421,17.4644,17.44571,17.49282,17.53997,17.4085,96421
1684281600000,101819,17.5511,17.49262,17.5942,17.68899,17.46707,101819
1684368000000,103227,17.6874,17.60683,17.7036,17.77698,17.57267,103227
1684454400000,103563,17.6954,17.71565,17.792,17.7955,17.6065,103563
1684540800000,1,17.7919,17.7919,17.7919,17.7919,17.7919,1
1684627200000,2445,17.763,17.6947,17.7457,17.79468,17.68546,2445
1684713600000,101406,17.842,17.76102,17.8799,17.95852,17.7341,101406
1684800000000,104553,17.9276,17.89238,17.9675,17.99541,17.8506,104553
1684886400000,117437,17.87,17.9552,17.8052,17.9799,17.7522,117437
1684972800000,103342,17.8153,17.80399,17.8464,17.87766,17.7377,103342
1685059200000,91966,17.7345,17.85845,17.6145,17.8609,17.60157,91966
1685232000000,2997,17.6157,17.625,17.61303,17.63612,17.6001,2997
1685318400000,68971,17.5821,17.61303,17.59989,17.61698,17.5202,68971
1685404800000,112797,17.6092,17.5992,17.66693,17.69029,17.5266,112797
1685491200000,111080,17.6855,17.66751,17.68577,17.77024,17.6217,111080
